Microbe.group,Microbetreatment,Trial.date,Assay.replicate,Timepoint,standardized.OD.plate,Total.pollen, number.germ,number.burst,number.tip.burst,Prop.germ,Prop.burst,Prop.tip.burst,allgerm,allburst
Acinetobacter,362,06.20.2019,3,45,0.025,50,1,0,,0.02,0,0,0.02,0
Acinetobacter,362,06.20.2019,4,45,0.025,50,0,0,,0,0,0,0,0
Yeast from nectar,52,06.20.2019,1,45,0.025,28,0,0,,0,0,0,0,0
Yeast from nectar,52,06.20.2019,2,45,0.025,39,0,0,,0,0,0,0,0
Yeast from nectar,52,06.20.2019,3,45,0.025,49,0,1,,0,0.02,0,0,0.02
Yeast from nectar,52,06.20.2019,4,45,0.025,29,1,0,,0.034,0,0,0.034,0
Control pectin degrader,pcaro,06.20.2019,1,90,0.025,14,1,0,,0.071,0,0,0.071,0
Control pectin degrader,pcaro,06.20.2019,2,90,0.025,34,0,1,,0,0.029,0,0,0.029
Control pectin degrader,pcaro,06.20.2019,3,90,0.025,58,5,0,,0.086,0,0,0.086,0
Control pectin degrader,pcaro,06.20.2019,4,90,0.025,49,2,2,,0.041,0.041,0,0.041,0.041
No microbes,ctrl,06.20.2019,1,90,0.025,25,0,0,,0,0,0,0,0
No microbes,ctrl,06.20.2019,2,90,0.025,61,1,0,,0.016,0,0,0.016,0
No microbes,ctrl,06.20.2019,3,90,0.025,55,0,0,,0,0,0,0,0
No microbes,ctrl,06.20.2019,4,90,0.025,42,2,0,,0.048,0,0,0.048,0
Acinetobacter,4422,06.20.2019,1,90,0.025,32,0,1,,0,0.031,0,0,0.031
Acinetobacter,4422,06.20.2019,2,90,0.025,43,4,0,,0.093,0,0,0.093,0
Acinetobacter,4422,06.20.2019,3,90,0.025,69,1,2,,0.014,0.029,0,0.014,0.029
Acinetobacter,4422,06.20.2019,4,90,0.025,21,1,1,,0.048,0.048,0,0.048,0.048
Acinetobacter,477,06.20.2019,1,90,0.025,53,8,9,,0.151,0.17,0,0.151,0.17
Acinetobacter,477,06.20.2019,2,90,0.025,21,6,3,,0.286,0.143,0,0.286,0.143
Acinetobacter,477,06.20.2019,3,90,0.025,48,6,7,,0.125,0.146,0,0.125,0.146
Acinetobacter,477,06.20.2019,4,90,0.025,60,8,9,,0.133,0.15,0,0.133,0.15
Acinetobacter,474,06.20.2019,1,90,0.025,23,4,1,,0.174,0.043,0,0.174,0.043
Acinetobacter,474,06.20.2019,2,90,0.025,28,1,8,,0.036,0.286,0,0.036,0.286
Acinetobacter,474,06.20.2019,3,90,0.025,53,3,13,,0.057,0.245,0,0.057,0.245
Acinetobacter,474,06.20.2019,4,90,0.025,34,5,5,,0.147,0.147,0,0.147,0.147
Acinetobacter,362,06.20.2019,1,90,0.025,30,1,0,,0.033,0,0,0.033,0
Acinetobacter,362,06.20.2019,2,90,0.025,30,1,0,,0.033,0,0,0.033,0
Acinetobacter,362,06.20.2019,3,90,0.025,30,1,0,,0.033,0,0,0.033,0
Acinetobacter,362,06.20.2019,4,90,0.025,30,0,0,,0,0,0,0,0
Yeast from nectar,52,06.20.2019,1,90,0.025,22,0,0,,0,0,0,0,0
Yeast from nectar,52,06.20.2019,2,90,0.025,21,1,0,,0.048,0,0,0.048,0
Yeast from nectar,52,06.20.2019,3,90,0.025,23,0,0,,0,0,0,0,0
Yeast from nectar,52,06.20.2019,4,90,0.025,25,0,0,,0,0,0,0,0
No microbes,ctrl,08.15.2019,,15,0.05,61,12,2,0,0.197,0.033,0,0.197,0.033
No microbes,ctrl,08.15.2019,,15,0.05,89,1,0,0,0.011,0,0,0.011,0
No microbes,ctrl,08.15.2019,,15,0.05,53,7,0,0,0.132,0,0,0.132,0
No microbes,ctrl,08.15.2019,,15,0.05,55,8,0,0,0.145,0,0,0.145,0
Acinetobacter,A.apis,08.15.2019,,15,0.05,83,18,0,1,0.217,0,0.012,0.229,0.012
Acinetobacter,A.apis,08.15.2019,,15,0.05,71,14,0,0,0.197,0,0,0.197,0
Acinetobacter,477,08.15.2019,,15,0.05,85,12,0,0,0.141,0,0,0.141,0
Acinetobacter,477,08.15.2019,,15,0.05,95,18,0,0,0.189,0,0,0.189,0
Acinetobacter,362,08.15.2019,,15,0.05,67,18,0,0,0.269,0,0,0.269,0
Acinetobacter,362,08.15.2019,,15,0.05,60,17,0,0,0.283,0,0,0.283,0
Yeast from nectar,52,08.15.2019,,15,0.05,107,3,0,0,0.028,0,0,0.028,0
Yeast from nectar,52,08.15.2019,,15,0.05,118,2,0,0,0.017,0,0,0.017,0
No microbes,ctrl,08.15.2019,,45,0.05,53,12,0,0,0.226,0,0,0.226,0
No microbes,ctrl,08.15.2019,,45,0.05,69,26,0,0,0.377,0,0,0.377,0
No microbes,ctrl,08.15.2019,,45,0.05,52,31,0,0,0.596,0,0,0.596,0
No microbes,ctrl,08.15.2019,,45,0.05,55,29,0,0,0.527,0,0,0.527,0
Acinetobacter,A.apis,08.15.2019,,45,0.05,98,45,0,7,0.459,0,0.071,0.531,0.071
Acinetobacter,A.apis,08.15.2019,,45,0.05,73,39,0,1,0.534,0,0.014,0.548,0.014
Acinetobacter,477,08.15.2019,,45,0.05,80,54,0,0,0.675,0,0,0.675,0
Acinetobacter,477,08.15.2019,,45,0.05,99,67,1,2,0.677,0.01,0.02,0.697,0.03
Acinetobacter,362,08.15.2019,,45,0.05,70,32,1,2,0.457,0.014,0.029,0.486,0.043
Acinetobacter,362,08.15.2019,,45,0.05,63,37,0,0,0.587,0,0,0.587,0
Yeast from nectar,52,08.15.2019,,45,0.05,105,44,0,0,0.419,0,0,0.419,0
Yeast from nectar,52,08.15.2019,,45,0.05,90,40,0,0,0.444,0,0,0.444,0
No microbes,ctrl,08.15.2019,,90,0.05,53,21,0,0,0.396,0,0,0.396,0
No microbes,ctrl,08.15.2019,,90,0.05,61,35,0,0,0.574,0,0,0.574,0
No microbes,ctrl,08.15.2019,,90,0.05,50,35,0,0,0.7,0,0,0.7,0
No microbes,ctrl,08.15.2019,,90,0.05,54,31,0,0,0.574,0,0,0.574,0
Acinetobacter,A.apis,08.15.2019,,90,0.05,93,42,0,10,0.452,0,0.108,0.559,0.108
Acinetobacter,A.apis,08.15.2019,,90,0.05,68,42,2,5,0.618,0.029,0.074,0.691,0.103
Acinetobacter,477,08.15.2019,,90,0.05,75,50,0,5,0.667,0,0.067,0.733,0.067
Acinetobacter,477,08.15.2019,,90,0.05,87,47,2,6,0.54,0.023,0.069,0.609,0.092
Acinetobacter,362,08.15.2019,,90,0.05,66,20,0,20,0.303,0,0.303,0.606,0.303
Acinetobacter,362,08.15.2019,,90,0.05,66,16,0,17,0.242,0,0.258,0.5,0.258
Yeast from nectar,52,08.15.2019,,90,0.05,72,49,0,0,0.681,0,0,0.681,0
Yeast from nectar,52,08.15.2019,,90,0.05,78,48,0,0,0.615,0,0,0.615,0
Control pectin degrader,pcaro,10.23.2019,1,15,0.05,123,0,0,0,0,0,0,0,0
Control pectin degrader,pcaro,10.23.2019,2,15,0.05,131,0,0,0,0,0,0,0,0
Control pectin degrader,pcaro,10.23.2019,3,15,0.05,150,0,0,0,0,0,0,0,0
No microbes,ctrl,10.23.2019,1,15,0.05,160,0,0,0,0,0,0,0,0
No microbes,ctrl,10.23.2019,2,15,0.05,147,0,0,0,0,0,0,0,0
No microbes,ctrl,10.23.2019,3,15,0.05,141,0,0,0,0,0,0,0,0
Acinetobacter,A.apis,10.23.2019,1,15,0.05,139,0,0,0,0,0,0,0,0
Acinetobacter,A.apis,10.23.2019,2,15,0.05,134,0,0,0,0,0,0,0,0
Acinetobacter,A.apis,10.23.2019,3,15,0.05,138,0,0,0,0,0,0,0,0
Acinetobacter,477,10.23.2019,1,15,0.05,168,0,0,0,0,0,0,0,0
Acinetobacter,477,10.23.2019,2,15,0.05,120,0,0,0,0,0,0,0,0
Acinetobacter,477,10.23.2019,3,15,0.05,170,0,1,0,0,0.006,0,0,0.006
Yeast from nectar,52,10.23.2019,1,15,0.05,138,0,0,0,0,0,0,0,0
Yeast from nectar,52,10.23.2019,2,15,0.05,120,0,0,0,0,0,0,0,0
Yeast from nectar,52,10.23.2019,3,15,0.05,128,0,0,0,0,0,0,0,0
Control pectin degrader,pcaro,10.23.2019,1,45,0.05,126,4,0,0,0.031746032,0,0,0.032,0
Control pectin degrader,pcaro,10.23.2019,2,45,0.05,139,4,0,0,0.028776978,0,0,0.029,0
Control pectin degrader,pcaro,10.23.2019,3,45,0.05,157,2,1,0,0.012738854,0.006,0,0.013,0.006
No microbes,ctrl,10.23.2019,1,45,0.05,142,0,0,0,0,0,0,0,0
No microbes,ctrl,10.23.2019,2,45,0.05,140,0,0,0,0,0,0,0,0
No microbes,ctrl,10.23.2019,3,45,0.05,139,0,0,0,0,0,0,0,0
Acinetobacter,A.apis,10.23.2019,1,45,0.05,154,7,2,0,0.045454545,0.013,0,0.045,0.013
Acinetobacter,A.apis,10.23.2019,2,45,0.05,161,17,0,0,0.105590062,0,0,0.106,0
Acinetobacter,A.apis,10.23.2019,3,45,0.05,141,7,2,0,0.04964539,0.014,0,0.05,0.014
Acinetobacter,477,10.23.2019,1,45,0.05,143,0,2,0,0,0.014,0,0,0.014
Acinetobacter,477,10.23.2019,2,45,0.05,172,0,9,0,0,0.052,0,0,0.052
Acinetobacter,477,10.23.2019,3,45,0.05,187,0,21,0,0,0.112,0,0,0.112
Yeast from nectar,52,10.23.2019,1,45,0.05,125,0,0,0,0,0,0,0,0
Yeast from nectar,52,10.23.2019,2,45,0.05,159,0,0,0,0,0,0,0,0
Yeast from nectar,52,10.23.2019,3,45,0.05,151,0,0,0,0,0,0,0,0
Control pectin degrader,pcaro,10.23.2019,1,90,0.05,117,5,0,7,0.042735043,0,0.06,0.103,0.06
Control pectin degrader,pcaro,10.23.2019,2,90,0.05,145,4,0,1,0.027586207,0,0.007,0.034,0.007
Control pectin degrader,pcaro,10.23.2019,3,90,0.05,163,5,6,3,0.030674847,0.037,0.018,0.049,0.055
No microbes,ctrl,10.23.2019,1,90,0.05,142,0,1,0,0,0.007,0,0,0.007
No microbes,ctrl,10.23.2019,2,90,0.05,121,0,1,0,0,0.008,0,0,0.008
No microbes,ctrl,10.23.2019,3,90,0.05,99,1,0,0,0.01010101,0,0,0.01,0
Acinetobacter,A.apis,10.23.2019,1,90,0.05,142,18,5,5,0.126760563,0.035,0.035,0.162,0.07
Acinetobacter,A.apis,10.23.2019,2,90,0.05,162,17,6,5,0.104938272,0.037,0.031,0.136,0.068
Acinetobacter,A.apis,10.23.2019,3,90,0.05,165,14,1,14,0.084848485,0.006,0.085,0.17,0.091
Acinetobacter,477,10.23.2019,1,90,0.05,127,1,28,2,0.007874016,0.22,0.016,0.024,0.236
Acinetobacter,477,10.23.2019,2,90,0.05,157,0,24,0,0,0.153,0,0,0.153
Acinetobacter,477,10.23.2019,3,90,0.05,184,0,56,0,0,0.304,0,0,0.304
Yeast from nectar,52,10.23.2019,1,90,0.05,111,3,0,0,0.027027027,0,0,0.027,0
Yeast from nectar,52,10.23.2019,2,90,0.05,137,4,0,0,0.02919708,0,0,0.029,0
Yeast from nectar,52,10.23.2019,3,90,0.05,131,5,0,0,0.038167939,0,0,0.038,0
Control pectin degrader,pcaro,10.25.2019,1,15,0.05,133,2,0,0,0.015037594,0,0,0.015,0
Control pectin degrader,pcaro,10.25.2019,2,15,0.05,125,1,4,0,0.008,0.032,0,0.008,0.032
Control pectin degrader,pcaro,10.25.2019,3,15,0.05,121,2,3,0,0.016528926,0.025,0,0.017,0.025
No microbes,ctrl,10.25.2019,1,15,0.05,164,0,0,0,0,0,0,0,0
No microbes,ctrl,10.25.2019,2,15,0.05,129,0,0,0,0,0,0,0,0
No microbes,ctrl,10.25.2019,3,15,0.05,130,0,0,0,0,0,0,0,0
Acinetobacter,A.apis,10.25.2019,1,15,0.05,105,0,0,0,0,0,0,0,0
Acinetobacter,A.apis,10.25.2019,2,15,0.05,117,0,2,0,0,0.017,0,0,0.017
Acinetobacter,A.apis,10.25.2019,3,15,0.05,140,1,0,0,0.007142857,0,0,0.007,0
Acinetobacter,477,10.25.2019,1,15,0.05,74,13,0,0,0.175675676,0,0,0.176,0
Acinetobacter,477,10.25.2019,2,15,0.05,120,46,0,0,0.383333333,0,0,0.383,0
Acinetobacter,477,10.25.2019,3,15,0.05,98,22,0,0,0.224489796,0,0,0.224,0
Yeast from nectar,52,10.25.2019,1,15,0.05,124,0,0,0,0,0,0,0,0
Yeast from nectar,52,10.25.2019,2,15,0.05,113,0,0,0,0,0,0,0,0
Yeast from nectar,52,10.25.2019,3,15,0.05,106,0,0,0,0,0,0,0,0
Control pectin degrader,pcaro,10.25.2019,1,45,0.05,113,4,3,0,0.03539823,0.027,0,0.035,0.027
Control pectin degrader,pcaro,10.25.2019,2,45,0.05,102,4,2,0,0.039215686,0.02,0,0.039,0.02
Control pectin degrader,pcaro,10.25.2019,3,45,0.05,108,8,4,0,0.074074074,0.037,0,0.074,0.037
No microbes,ctrl,10.25.2019,1,45,0.05,155,0,0,0,0,0,0,0,0
No microbes,ctrl,10.25.2019,2,45,0.05,148,0,0,,0,0,0,0,0
No microbes,ctrl,10.25.2019,3,45,0.05,151,0,0,0,0,0,0,0,0
Acinetobacter,A.apis,10.25.2019,1,45,0.05,124,17,0,0,0.137096774,0,0,0.137,0
Acinetobacter,A.apis,10.25.2019,2,45,0.05,128,30,0,3,0.234375,0,0.023,0.258,0.023
Acinetobacter,A.apis,10.25.2019,3,45,0.05,104,20,0,6,0.192307692,0,0.058,0.25,0.058
Acinetobacter,477,10.25.2019,1,45,0.05,109,38,5,19,0.348623853,0.046,0.174,0.523,0.22
Acinetobacter,477,10.25.2019,2,45,0.05,133,66,2,10,0.496240602,0.015,0.075,0.571,0.09
Acinetobacter,477,10.25.2019,3,45,0.05,102,54,2,11,0.529411765,0.02,0.108,0.637,0.127
Yeast from nectar,52,10.25.2019,1,45,0.05,133,0,0,0,0,0,0,0,0
Yeast from nectar,52,10.25.2019,2,45,0.05,112,0,0,0,0,0,0,0,0
Yeast from nectar,52,10.25.2019,3,45,0.05,121,5,0,0,0.041322314,0,0,0.041,0
Control pectin degrader,pcaro,10.25.2019,1,90,0.05,119,15,3,13,0.12605042,0.025,0.109,0.235,0.134
Control pectin degrader,pcaro,10.25.2019,2,90,0.05,100,9,5,0,0.09,0.05,0,0.09,0.05
Control pectin degrader,pcaro,10.25.2019,3,90,0.05,100,21,8,6,0.21,0.08,0.06,0.27,0.14
No microbes,ctrl,10.25.2019,1,90,0.05,140,13,1,0,0.092857143,0.007,0,0.093,0.007
No microbes,ctrl,10.25.2019,2,90,0.05,118,22,0,0,0.186440678,0,0,0.186,0
No microbes,ctrl,10.25.2019,3,90,0.05,156,20,1,0,0.128205128,0.006,0,0.128,0.006
Acinetobacter,A.apis,10.25.2019,1,90,0.05,106,34,2,5,0.320754717,0.019,0.047,0.368,0.066
Acinetobacter,A.apis,10.25.2019,2,90,0.05,128,26,2,10,0.203125,0.016,0.078,0.281,0.094
Acinetobacter,A.apis,10.25.2019,3,90,0.05,153,34,6,7,0.222222222,0.039,0.046,0.268,0.085
Acinetobacter,477,10.25.2019,1,90,0.05,116,26,2,32,0.224137931,0.017,0.276,0.5,0.293
Acinetobacter,477,10.25.2019,2,90,0.05,128,22,3,33,0.171875,0.023,0.258,0.43,0.281
Acinetobacter,477,10.25.2019,3,90,0.05,143,22,7,30,0.153846154,0.049,0.21,0.364,0.259
Yeast from nectar,52,10.25.2019,1,90,0.05,128,31,0,0,0.2421875,0,0,0.242,0
Yeast from nectar,52,10.25.2019,2,90,0.05,133,53,0,4,0.398496241,0,0.03,0.429,0.03
Yeast from nectar,52,10.25.2019,3,90,0.05,101,40,0,0,0.396039604,0,0,0.396,0
Control pectin degrader,pcaro,11.01.2019,1,15,0.05,88,0,0,0,0,0,0,0,0
Control pectin degrader,pcaro,11.01.2019,2,15,0.05,114,0,0,0,0,0,0,0,0
Control pectin degrader,pcaro,11.01.2019,3,15,0.05,95,0,0,0,0,0,0,0,0
Control pectin degrader,pcaro,11.01.2019,4,15,0.05,76,1,0,0,0.013157895,0,0,0.013,0
No microbes,ctrl,11.01.2019,1,15,0.05,107,1,0,0,0.009345794,0,0,0.009,0
No microbes,ctrl,11.01.2019,2,15,0.05,97,0,0,0,0,0,0,0,0
No microbes,ctrl,11.01.2019,3,15,0.05,85,0,0,0,0,0,0,0,0
No microbes,ctrl,11.01.2019,4,15,0.05,97,0,0,0,0,0,0,0,0
Acinetobacter,A.apis,11.01.2019,1,15,0.05,91,0,0,0,0,0,0,0,0
Acinetobacter,A.apis,11.01.2019,2,15,0.05,121,1,0,0,0.008264463,0,0,0.008,0
Acinetobacter,A.apis,11.01.2019,3,15,0.05,83,0,0,0,0,0,0,0,0
Acinetobacter,A.apis,11.01.2019,4,15,0.05,81,0,0,0,0,0,0,0,0
Acinetobacter,477,11.01.2019,1,15,0.05,100,3,0,0,0.03,0,0,0.03,0
Acinetobacter,477,11.01.2019,2,15,0.05,98,0,0,0,0,0,0,0,0
Acinetobacter,477,11.01.2019,3,15,0.05,91,2,0,0,0.021978022,0,0,0.022,0
Acinetobacter,477,11.01.2019,4,15,0.05,147,3,0,0,0.020408163,0,0,0.02,0
Yeast from nectar,52,11.01.2019,1,15,0.05,97,0,0,0,0,0,0,0,0
Yeast from nectar,52,11.01.2019,2,15,0.05,72,0,0,0,0,0,0,0,0
Yeast from nectar,52,11.01.2019,3,15,0.05,65,1,0,0,0.015384615,0,0,0.015,0
Yeast from nectar,52,11.01.2019,4,15,0.05,85,1,0,0,0.011764706,0,0,0.012,0
Control pectin degrader,pcaro,11.01.2019,1,45,0.05,161,10,0,2,0.062111801,0,0.012,0.075,0.012
Control pectin degrader,pcaro,11.01.2019,2,45,0.05,112,2,0,0,0.017857143,0,0,0.018,0
Control pectin degrader,pcaro,11.01.2019,3,45,0.05,124,2,1,0,0.016129032,0.008,0,0.016,0.008
Control pectin degrader,pcaro,11.01.2019,4,45,0.05,73,0,0,0,0,0,0,0,0
No microbes,ctrl,11.01.2019,1,45,0.05,92,0,0,0,0,0,0,0,0
No microbes,ctrl,11.01.2019,2,45,0.05,87,1,0,0,0.011494253,0,0,0.011,0
No microbes,ctrl,11.01.2019,3,45,0.05,97,0,2,0,0,0.021,0,0,0.021
No microbes,ctrl,11.01.2019,4,45,0.05,111,0,0,0,0,0,0,0,0
Acinetobacter,A.apis,11.01.2019,1,45,0.05,101,1,0,0,0.00990099,0,0,0.01,0
Acinetobacter,A.apis,11.01.2019,2,45,0.05,137,3,0,0,0.02189781,0,0,0.022,0
Acinetobacter,A.apis,11.01.2019,3,45,0.05,119,0,1,0,0,0.008,0,0,0.008
Acinetobacter,A.apis,11.01.2019,4,45,0.05,93,0,0,0,0,0,0,0,0
Acinetobacter,477,11.01.2019,1,45,0.05,106,33,0,0,0.311320755,0,0,0.311,0
Acinetobacter,477,11.01.2019,2,45,0.05,155,45,1,2,0.290322581,0.006,0.013,0.303,0.019
Acinetobacter,477,11.01.2019,3,45,0.05,146,30,0,2,0.205479452,0,0.014,0.219,0.014
Acinetobacter,477,11.01.2019,4,45,0.05,85,27,3,2,0.317647059,0.035,0.024,0.341,0.059
Yeast from nectar,52,11.01.2019,1,45,0.05,105,0,0,0,0,0,0,0,0
Yeast from nectar,52,11.01.2019,2,45,0.05,96,0,0,0,0,0,0,0,0
Yeast from nectar,52,11.01.2019,3,45,0.05,104,0,0,0,0,0,0,0,0
Yeast from nectar,52,11.01.2019,4,45,0.05,73,1,0,0,0.01369863,0,0,0.014,0
Control pectin degrader,pcaro,11.01.2019,1,90,0.05,83,7,0,2,0.084337349,0,0.024,0.108,0.024
Control pectin degrader,pcaro,11.01.2019,2,90,0.05,113,37,1,0,0.327433628,0.009,0,0.327,0.009
Control pectin degrader,pcaro,11.01.2019,3,90,0.05,77,25,0,0,0.324675325,0,0,0.325,0
Control pectin degrader,pcaro,11.01.2019,4,90,0.05,47,5,3,0,0.106382979,0.064,0,0.106,0.064
No microbes,ctrl,11.01.2019,1,90,0.05,103,1,0,0,0.009708738,0,0,0.01,0
No microbes,ctrl,11.01.2019,2,90,0.05,84,0,0,0,0,0,0,0,0
No microbes,ctrl,11.01.2019,3,90,0.05,96,0,0,0,0,0,0,0,0
No microbes,ctrl,11.01.2019,4,90,0.05,101,0,0,0,0,0,0,0,0
Acinetobacter,A.apis,11.01.2019,1,90,0.05,105,4,0,0,0.038095238,0,0,0.038,0
Acinetobacter,A.apis,11.01.2019,2,90,0.05,151,14,0,0,0.092715232,0,0,0.093,0
Acinetobacter,A.apis,11.01.2019,3,90,0.05,175,17,0,0,0.097142857,0,0,0.097,0
Acinetobacter,A.apis,11.01.2019,4,90,0.05,72,6,0,0,0.083333333,0,0,0.083,0
Acinetobacter,477,11.01.2019,1,90,0.05,131,20,3,18,0.152671756,0.023,0.137,0.29,0.16
Acinetobacter,477,11.01.2019,2,90,0.05,153,12,3,30,0.078431373,0.02,0.196,0.275,0.216
Acinetobacter,477,11.01.2019,3,90,0.05,102,10,2,20,0.098039216,0.02,0.196,0.294,0.216
Acinetobacter,477,11.01.2019,4,90,0.05,92,15,3,21,0.163043478,0.033,0.228,0.391,0.261
Yeast from nectar,52,11.01.2019,1,90,0.05,80,0,0,0,0,0,0,0,0
Yeast from nectar,52,11.01.2019,2,90,0.05,65,0,0,0,0,0,0,0,0
Yeast from nectar,52,11.01.2019,3,90,0.05,97,1,0,0,0.010309278,0,0,0.01,0
Yeast from nectar,52,11.01.2019,4,90,0.05,79,4,0,0,0.050632911,0,0,0.051,0
